timestamp,cumulFlow
"""2025-04-07T18:44:28.000Z""",248.47
"""2025-04-07T18:54:28.000Z""",248.47
"""2025-04-07T19:04:28.000Z""",248.47
"""2025-04-07T19:14:28.000Z""",248.47
"""2025-04-07T19:24:28.000Z""",248.47
"""2025-04-07T19:34:28.000Z""",248.47
"""2025-04-07T19:44:28.000Z""",248.47
"""2025-04-07T19:54:28.000Z""",248.47
"""2025-04-07T20:04:28.000Z""",248.47
"""2025-04-07T20:14:28.000Z""",248.47
"""2025-04-07T20:24:28.000Z""",248.47
"""2025-04-07T20:34:28.000Z""",248.47
"""2025-04-07T20:44:28.000Z""",248.47
"""2025-04-07T20:54:28.000Z""",248.47
"""2025-04-07T21:04:28.000Z""",248.47
"""2025-04-07T21:14:28.000Z""",248.47
"""2025-04-07T21:24:28.000Z""",248.47
"""2025-04-07T21:34:28.000Z""",248.47
"""2025-04-07T21:44:28.000Z""",248.47
"""2025-04-07T21:54:28.000Z""",248.47
"""2025-04-07T22:04:28.000Z""",248.47
"""2025-04-07T22:14:28.000Z""",248.47
"""2025-04-07T22:24:28.000Z""",248.47
"""2025-04-07T22:34:28.000Z""",248.47
"""2025-04-07T22:44:28.000Z""",248.47
"""2025-04-07T22:54:28.000Z""",248.47
"""2025-04-07T23:04:28.000Z""",248.47
"""2025-04-07T23:14:28.000Z""",248.47
"""2025-04-07T23:24:28.000Z""",248.47
"""2025-04-07T23:34:28.000Z""",248.47
"""2025-04-07T23:44:28.000Z""",248.47
"""2025-04-07T23:54:28.000Z""",248.47
"""2025-04-08T00:04:28.000Z""",248.47
"""2025-04-08T00:14:28.000Z""",248.47
"""2025-04-08T00:24:28.000Z""",248.47
"""2025-04-08T00:34:28.000Z""",248.47
"""2025-04-08T00:44:28.000Z""",248.47
"""2025-04-08T00:54:28.000Z""",248.47
"""2025-04-08T01:04:28.000Z""",248.47
"""2025-04-08T01:14:28.000Z""",248.47
"""2025-04-08T01:24:28.000Z""",248.47
"""2025-04-08T01:34:28.000Z""",248.47
"""2025-04-08T01:44:28.000Z""",248.47
"""2025-04-08T01:54:28.000Z""",248.47
"""2025-04-08T02:04:28.000Z""",248.47
"""2025-04-08T02:14:28.000Z""",248.47
"""2025-04-08T02:24:28.000Z""",248.47
"""2025-04-08T02:34:28.000Z""",248.47
"""2025-04-08T02:44:28.000Z""",248.47
"""2025-04-08T02:54:28.000Z""",248.47
"""2025-04-08T03:04:28.000Z""",248.47
"""2025-04-08T03:14:28.000Z""",248.47
"""2025-04-08T03:24:28.000Z""",248.47
"""2025-04-08T03:34:28.000Z""",248.47
